Text-ID	Sentence-ID	Text
A26004	81	we should end affirmative action because it is labeling people and that is wrong.
A26004	82	we should end affirmative action. it is unfair to punish someone who doesn't get into a school because their spot was taken by someone less qualified but more underprivileged.
A26004	83	affirmative action has done its job and so is not needed anymore.
A26004	84	affirmative action helps to create an equality amongst lower class groups
A26004	85	it allows people to pursue a career that they may never have considered without help.
A26004	86	we should end affirmative action because society has came a long way. hard work deserves to be rewarded.
A26004	87	affirmative action is still needed to correct institutional discrimination.
A26004	88	affirmative action is needed to compensate for many decades of discrimination
A26004	89	people that have been discriminated against should be helped to escape from those situations and affirmative action helps them to do that, so it should continue.
A26004	90	Affirmative action is a benefit to all of society as it allows disenfranchised communities to rise out of poverty and become independent.
A26004	91	affirmative action helps level the playing field.
A26004	92	affirmative action is discriminatory and should be banned
A26004	93	affirmative action is often the only way these minorities even get the chance to prove themselves
A26004	94	Affirmative action is in itself racist and creats hostility and distrust.
A26004	95	Affirmative action lets minority students get into advanced education.
A26004	96	Affirmative action institutionalizes incompetency and that will lead to worse lives for all.
A26004	97	When students get accepted into universities with sub-par grades and test scores compared to their peers, they are often thrown into an environment where they are left behind by professors and set up to fail.
A26004	98	affirmative action gives opportunities to those who may not deserve it, purely based on a factor of their personal make-up that has no bearing on the job.
A26004	99	affirmative actions makes up for the years of discrimination that certain group of people in society have faced.
A26004	100	the affirmative action is discriminatory for those people who do not enter their parameters
A26004	101	affirmative actions shouldn't be ended because it allows individuals to chase dreams
A26004	102	Affirmative action is just another way of making the play-field uneven, it may had value in the past, but now it is just immortalising the inequality.
A26004	103	We should end affirmative action because it leads to discrimination against third parties, such as affirmative action for African Americans hurting Asian Americans in college admissions.
A26004	104	affirmative action is a form of discrimination that denies opportunities to qualified persons if they are not in a targeted minority group.
A26004	105	we should not end affirmative action because it is needed to help people from being discriminated against
A26004	106	affirmative action should continue because people are still discriminated against today and this needs to stop.
A26004	107	we should end it so that every persons are equal
A26004	108	affirmative action ensures the people from all backgrounds are able to advance.
A26004	109	affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,
A26004	110	it unfairly gives certain people an advantage rather than allowing everyone to have an equal chance.
A26004	111	this action provides the ability to be selective.
A26004	112	affirmative action is just another form of racism.  there's no place left for that in our society.  level the playing field a little.
A26004	113	we cannot end affirmative action when there are still inequality and lack of diversity in the top roles of employment, top earners and the top educational institutions
A26004	114	affirmative action is a good way of ensuring minorities are given a fair chance at employment and education.
A26004	115	affirmative action improves minority representation in areas where these sections of society have been unfairly blocked from in the past - it is merely righting a wrong.
A26004	116	affirmative action means helping clever people  with disadvantages
A26004	117	We should not end affirmative action because without it many institutions would only hire privileged people.
A26004	118	we should evaluate candidates based solely on their merits.
A26004	119	affirmative action is nothing more than reverse racism.  what about the non-minority that is denied a job or promotion because a minority needs to be taken care of instead despite not being as qualified.
A26004	120	we should not end affirmative action because some people would be prejudice and only hire people because of how they look and not because of their work
A26004	121	we should not end affirmative action because the most qualified individual may not get the job.
A26004	122	affirmative action is the best way to ensure a diverse  society
A26004	123	affirmative action is a way to redress past wrongs committed against certain groups who otherwise would have trouble getting ahead.
A26004	124	affirmative action is still needed in our society
A26004	125	we must support with discrimination, we must not judge people by their life condition or their tastes, we support the treatment equally
A26004	126	we should end affirmative action as there should not be a need for that if we are all equal.
A26004	127	we shouldn't end affirmative action because it is necessary to help those who need it the most. the people who are at the bottom will never rise to the top if they cannot get help. it's not their fault.
A26004	128	affirmative action may prevent the best person for the job being passed over and limiting the ability of employers to improve
A26004	129	affirmative action allows those without the financial resources access to universities that they may otherwise have been locked out of being able to attend.
A26004	130	many blacks are living in poverty because of our racist history.  they don't have the same funding for good schools as whites and asians do.   until this changes we should keep affirmitive action going.
A26004	131	supporting minorities to achieve when they have been held back through discrimination can only be a good thing.
A26004	132	Affirmative action may have been necessary in the past, but the expansion of opportunities for women and minorities in recent decades have made affirmative action obsolete.
A26004	133	affirmative action gives people who are denied employment, educational opportunities, etc due to their minority status.
A26016	1	naturopathy is very dangerous for the most vulnerable people, like children and cancer patients. people use ineffective treatments and forgo proven cures, such as antibiotics or chemo, often resulting in death.
A26016	2	once eradicated illnesses are returning due to people turning to naturopathy.
A26016	3	naturopathy is a scam that preys on vulnerable people. people end up paying a lot of money for something that does not work and does not improve their health.
A26016	4	studies have shown that naturopathic medicine is safe and by adding naturopathic care to conventional care patients have better overall health outcomes
A26016	5	naturopathy is just a con, charging people a lot of money for so-called naturopathic medicines that have no proven benefits.
A26016	6	there is no scientific evidence that shows naturopathy works
A26016	7	we need to ban this because there is little evidence that these remedies work and can be very dangerous when people refuse conventional medicine for serious ailments.
A26016	8	neuropathy treats many highly dangerous diseases
A26016	9	naturopathy doesn't rely on facts to treat illnesses.
A26016	10	it can cause more harm rather than help
A26016	11	we should not ban naturopathy because many natural was of doing things often bring the same result as taking medicines except without the side effects of the medicines.
A26016	12	it does not work and it gives people false hope when they should be getting real treatment.
A26016	13	We should ban naturopathy because naturopathy does not appear to be science-based nor evidence-based and is grounded in an unscientific belief system
A26016	14	because naturopathy uses more natural ingredients it is better for you
A26016	15	We should not let the profit driven "Big Pharma" control how we treat ourselves, Naturopathy has been here long before them.
A26016	16	naturopathy is just a scam that has no scientific backing.  people that could truly be helped with medicine that choose naturopathy will suffer undue harm.
A26016	17	Naturopathy expands the field of medicine, creating more research and discourse.
A26016	18	naturopathy has no scientific evidence to back it up its claims of effectiveness,in fact, many studies show it can have a harmful effect.
A26016	19	Naturopathic medicine dosages can be dangerous because doctors cannot manage them.
A26016	20	We should not ban naturopathy because some of the treatments do work for some people
A26016	21	naturopathy can offer highly individualized treatments which are safer than prescription medicine.
A26016	22	we should not ban naturopathy because it may help some people even if only as a placebo.
A26016	23	naturopathy lets any person act like they are an doctor which is very misleading.
A26016	24	naturopathy can help people with allergies to chemical based medication.
A26016	25	natural medicine is proven safe and no side effects.
A26016	26	Naturopaths preclude individuals from seeking efficacious treatment by lying to them about the effects of naturopathic treatment. For more serious diseases like cancer, the ointments and diet changes don't work and this results in death.
A26016	27	there has not been enough research to guarantee it even works
A26016	28	people that are ill should be able to take whatever measures they want to, in order to feel better, even if it is only mental benefits.
A26016	29	naturopathy, while a healthy way of living itself, is not a reasonable way to cure anything.
A26016	30	naturopathy is simply a natural alternative to typical medicine, and in some cases, is better tolerated than conventional medicine.
A26016	31	most illnesses are caused by the lifestyle we lead. naturopathy gets out bodies back to the way they need to be to fight these illnesses and become more healthy.
A26016	32	we should ban naturopathy because there is no evidence that it works and in some cases people might use it instead of conventional medicine, which could result in their health deteriorating.
A26016	33	it has been proven to work and is safer than drugs, etc. and is more affordable.
A26016	34	naturopathy is natural, therefore, its good for us.
A26016	35	the medical community is gradually accepting that there is evidence that naturopathy is helping people so it should not be banned for fear of missing better treatments and outcomes.
A26016	36	naturopathy has not been tested for effectiveness
A26016	37	it needs to be regulated or it could harm people
A26016	38	it's a cheaper option for people that can't afford healthcare to still feel better.
A26016	39	we should not ban naturopathy because some people don't believe in doctors because of religious believes and so naturopathy is better than nothing
A26016	40	naturopathy can provide symptomatic relief without side effects
A26016	41	naturopathy has not undergone testing and evaluation like medicine has
A26016	42	naturopathy should not be banned as it as proven to be a cheaper and natural way to treat a condition.
A26016	43	banning natuopathy is against people's freedoms.
A26016	44	certain religions only use this type of care and it is their right.
A26016	45	banning naturopathy is the best thing to do since not doing so allows people to believe that natural "necessarily" means "safe".
A26016	46	naturopathy could help those patients with minor ailments and to avoid future complications
A26016	47	there is no proof any of it works and could give people false hope
A26016	48	i believe naturopathy should definitely be banned.   this way of healing is unproven, untested and can be extremely dangerous to the people using them.   use what we know.
A26016	49	The people who turn to naturopathy are those who wouldn't turn to conventional medicine in any case, so there is no harm in allowing them to gain from the placebo affect here.
A26016	50	naturopathy is not based on science and has no evidence to back its claims.
A26016	51	there is little evidence or research to say that naturotherapy is effective
A26016	52	naturopathy has been practiced for 1000s of in years & across many cultures & many swear by the results of naturopathy to this day
A26016	53	we should ban naturopathy because there is no reliable scientific evidence that it has any benefit beyond a placebo effect and may harm patients because it delays them receiving conventional medical treatments
A26016	54	naturopathic training  is limited and board certification is easy to obtain.  the public could confuse naturopathy for medical treatment from a licensed md.  necessary medical treatment might not be received.
A26016	55	We should not ban naturopathy because it is better to regulate the products than to have them in the black market
A26016	56	naturopathy tricks people into paying for ineffective treatments instead of medicine that will actually help them.
A26016	57	people have autonomy over their own bodies
A26016	58	We should ban naturopathy because it is not proven to work
A26016	59	Naturopathic medicine is not as effective and efficient as conventional medicine in treating medical emergencies.
A26016	60	we should ban naturopathy because not everyone can benefit from it and no concrete prove that it truly helping in healing maybe for a little white but in the long run the sickness will come back again
A26016	61	naturopathy is a bad science. no studies no scientist have backed this kind of disease-treatment and could only prolong people suffering
A26016	62	people have had good success with it and they should be allowed to continue it if they want to.
A26016	63	we should not ban naturopathy because using alternative medicines is still effective on curing diseases.
A26016	64	naturopathy often leads to harm among the citizenry as bad or ineffective solutions are used.
A26016	65	we should ban naturopathy because other alternatives are more effective
A26016	66	so many countries around the world do not have access to western medicine and in such a situation the only way for help is naturopathy.
A26016	67	we have come so far in modern medicine, there is no purpose to naturopathy.
A26016	68	People should be free to decide what is the best medical treatment for them without the government taking options off the table.
A26016	69	we should not ban naturopathy because this is the only form of medications that some people can use due to religious reasons
A26016	70	people should have the right to seek other treatments when they don't want to put too many drugs into their bodies
A26016	71	we should ban naturopathy because most people have no idea what alternative to regular medicines to use
A26016	72	we absolutely should not ban naturopathy because each person has the freedom to choose what to do with their bodies. everyone has the right to try natural remedies like herbs and massage.
A26016	73	Naturopathic propaganda and misinformation have spillover harms that lead to anti-science movements.
A26016	74	people have the right to consent into a medical treatment even if it is harmful to that individual.
A26016	75	People should be allowed to make their own decisions, even that those decisions contradict science and medical guidelines.
A26016	76	naturopathy is an alternative medicine that promotes organic products and introduces the idea of self help for minor health ailments.
A26016	77	naturopathy is a natural way to help illness and or injury without dangerous chemicals.
A26016	78	for some people it is an alternative way as the cost of treatment could be unaffordable for some people
A26016	79	naturopathy promotes the body's own self healing using natural remedies it has advantages which include good nutrition and exercise
A26016	80	just because something is natural does not mean that it doesn't work as a medical treatment.
A26016	81	naturopathy is a drug alternative so you have a more natural way of medicine without the side effects
A26016	82	all natural, non-invasive and promoting self-healing. natural plus green is always winning combination.
A26016	83	people who use naturopathic remedies have reported seeing positive results.
A26016	84	According to the American Cancer Society, "scientific evidence does not support claims that naturopathic medicine can cure cancer or any other disease".
A26016	85	The state needs to protect freedom by using least restrictive means, since a ban doesn't meet this standard, the state can't ban naturopathy.
A26016	86	naturopathic remedies do nothing for the patient and in fact, stop that individual from seeking legitimate medical remedies.
A26016	87	naturopathy is dangerous as it is not regulated.
A26016	88	we should ban naturopathy because  for these days we cannot rely anymore on traditional medicines. our technology is very advance now and can cure many diseases so we do not to rely anymore on naturopathy.
A26016	89	some people find that naturopathy helps conditions which traditional medicine does nothing or not enough for.
A26016	90	the problem with naturopathy is people don't get the medicine they need for some illnesses
A26016	91	Naturopathy is dangerous. It is letting people believe  that they're treating themselves for real illness, when instead they are just taking placebo and keep getting worse.
A26016	92	there is no evidence that naturopathy works.
A26016	93	freedom to choose how to take care of one's self  is a basic human right and cannot be controlled by government
A26016	94	naturopathy is simply an alternate treatment, for those who might not respond well to conventional therapies.
A26016	95	naturopathy is not scientifically proven and can cause a person to not treat an illness that has an approved treatment, causing a sickness to get worse resulting in further injury or death.
A26016	96	naturopathy might give people false hope
A26016	97	there is no reliable scientific data that naturopathic treatments can  successfully cure any disease
A26016	98	naturopathy provides alternative options to mainstream medicine.  many types of naturopathy have been used for centuries.
A26016	99	natural medicines have side effects just like prescription drugs as they can interact with other herbs or drugs and cause side effects
A26016	100	using naturopathy is a drug free way to treat diseases
A26016	101	We should ban naturopathy because children are being given ineffective treatments without their consent.
A26016	102	naturopathy can help people healing better and can help our society to improve personal care.
A26016	103	naturopathy keeps people from seeking necessary medical care because they think they can heal themselves naturally.
A26016	104	naturopathy will never be as effective as modern medicine and may shorten one's lifespan.
A26016	105	the outright ban on naturopathy could be considered an overreach, it would be better to regulate it based on what factually works.
A26016	106	in a democratic society, people should be allowed to try treatments if they so choose.
A26016	107	Naturopathy makes treatment more expensive in the long term since it makes the situation worse or encourages patient's to wait too long.
A26016	108	naturopathy is a great addition to traditional medicine and should be allowed.
A26016	109	Naturopathy can provide a lot of benefits to people to ease symptoms and make them feel more comfortable.
A26016	110	Naturopathy is a dangerous and unregulated world of con artists and must be banned.
A26016	111	people should have the freedom to choose whatever system of treatment they feel is best
A26016	112	we should ban naturopathy because it is dangerous for people to not see real doctors. they are risking their own health but also can spread their diseases to others if they don't get treatment.
A26016	113	people have the right to treat themselves how they see fit. it is the right of the individual what they do with their own body, especially when they are not hurting others, which naturopathy does not.
A26016	114	there is no evidence that naturopathy is effective
A26016	115	naturopathy should be banned as it is not an approved source of treatment.
A26016	116	naturopathy has not had enough studies to prove its effectiveness
A26016	117	naturopathy makes people ignore medical procedures that could help them in favor of something more natural that might not help at all.
A26016	118	natural medicine doesn't work all the time.
A26016	119	people should be allowed the option of naturopathy as there as some proven cases of success,.
A26016	120	a person should decide what to do with their bodies not the government. if they desire to seek alternative medicine they should be free to do so
A26016	121	Naturopathy wastes the time of doctors by creating more patients with unnecessary conditions created by naturopathy.
A26016	122	naturopathy is unpredicatble and unknown
A26016	123	naturopathy is dangerous because some ingredients are excessive and can cause more health problems down the road
A26016	124	naturopathy provides another alternative to circular medicine and as been proven to be effective in some cases
A26016	125	naturopathy is, at it's root, natural, which can only be healthy for us.
A26016	126	We should not  ban naturopathy because they are using natural food and natural herb to help heal the body if other medicine doesn't work.
A26016	127	naturopathy has no basis in scientific fact, and could actually end up harming your health.
A26016	128	we should not ban naturopathy because some people, who are no longer good candidates for traditional treatment, might receive some benefit for a natural treatment at the end of their lives.
A26016	129	natural medicine does not have a scientific foundation
A26016	130	massage is listed under naturopathy and is highly beneficial to many people for stress relief
A26016	131	naturopathy interacts badly with some drugs.
A26016	132	naturopathy is known to be ineffective and can be dangerous
A26016	133	Naturopathy is not properly regulated, making naturopathic drugs more dangerous an average.
A26016	134	naturopathy is a gentler, more natural way to treat illnesses, and should be available as an option
A26016	135	naturopathy has proven to be able to cure are reduce pain for many conditions and should not be banned.
A26016	136	there is no real science behind naturopathy so people should be wary of the promises made with this type of treatment.
A26016	137	We should ban naturopathy to discourage companies from taking advantage of less educated people
A26016	138	naturopathy should be banned as  it give people false hope of cure
A26016	139	naturopathy and exercise could fix or improve  high cholesterol, blood pressure
A26016	140	We should not ban naturopathy because people will still believe it works and resent the ban
A26016	141	naturopathic treatments  are often successful at handling chronic conditions that don't respond to conventional medicine
A26016	142	We should not ban naturopathy because it is unfair to ban cultural practices of minority groups
A26016	143	naturapathy tends to have less side effects and can lead to a healthier lifestyle.
A26016	144	naturopathy is not a proven science, and some naturopaths give dangerous advice to clients. this is not a safe practice.
A26016	145	naturopathy is essentially fraudsters making a profit from selling a lie to the vulnerable
A26016	146	naturopathy should be banned as it is unproven and potential side affects may prove to worse than than the condition trying to be treated
A26016	147	naturopathy isn't thoroughly tested by the fda and may pose significant health risks if not utilized properly
A26016	148	Some naturopathic treatments may interfere with conventional treatments that a patient is undergoing.
A26016	149	natural remedies can cure certain diseases without the risk associated with some drugs that can cause patients to have adverse side affects.
A26016	150	we should not ban naturopathy because it has the potential to change lives and to heal people's maladies without the use of harmful medicines.
A26016	151	if a person wants to try a natural route for their ailments, that is their perogative.
A26016	152	it is safer than traditional medicine and does work.
A26016	153	Naturopathy increases hospital waiting times by adding individuals who need to be treated for both the original condition and the side effects of the naturopathy.
A26016	154	we should not ban naturopathy since it supports a healthy lifestyle in order to maintain and be disease free and a lot of diseases such as diabetes are caused by an unhealthy lifestyle.
A26016	155	despite the medical community wanting naturopathy banned, where is the evidence that it absolutely does not work.  how can using nature not be a effective treatment.  of course it can.
A26016	156	naturopathy is dangerous and can prevent a sick person from receiving appropriate medical treatment.
A26016	157	Naturopathic medicine can be used alongside modern medicine to make patients feel more comfortable.
A26016	158	this isn't doing any harm and may bring hope to people who need it.
A26016	159	nephropathy is dangerous it isn't backed up by actual data and people are putting their lives at risk when they use it.
A26016	160	naturopathy is unregulated and there is no proof that it is beneficial or safe.
A26016	161	naturopathy is perfectly safe for all conditions.
A26016	162	naturopathy can be a complementary addition to traditional medicine
A26016	163	it hasn't been proven to be safe for fighting diseases
A26016	164	naturopathy should be banned in large part due to the large number of deaths associated with reliance on it
A26016	165	there is little or no evidence to support naturopathy.   people may be shunning traditional medicine when that is what is really  needed to treat their condition, putting them at further risk.
A26016	166	we should continue to practice naturopathy because it is based on natural methods and products that are less harmful than man made chemical products that can cause more harm than natural products.
A26016	167	Naturopaths seek to prevent illness by identifying and treating health problems before they turn into illnesses.
A26016	168	Not all disease can be healed at hospital. Exploring other path can be a winning situation. Naturopathy should be allowed when normal care isn't improving the condition of ill people
A26016	169	Naturopathy uses treatments that are gentle, non-invasive, safe, and effective.
A26016	170	alternative types of medicine such as diet, exercise and massages work for some people and it should not be banned.
A26016	171	Supporting the continuing practice of naturopathy is basically the government giving a mandate to practitioners to harm patients, often seriously by using dangerous treatments like injection of turmeric and raw food diets for babies.
A26016	172	Naturopathy often succeeds in treating chronic conditions that don't respond to conventional medicine.
A26016	173	naturopathy should be banned as home remedies don't always cure the illness and there is not monitoring.
A26016	174	we should ban naturopathy because people will die if they don't go to the doctor. it is not fair that people are being misled about cures for ailments.
A26016	175	Naturopathy is a way to use natural methods of healing and avoid the side effects of conventional medicines.
A26016	176	Naturopathy increases the individual cost of medical care by exacerbating conditions and allowing them to get worse before the individual gets real treatment.
A26016	177	We should ban naturopathy because people who don't know better think it is a replacement for real medicine.
A26016	178	Naturopathic can heal people because they believe in it and it is an effective placebo.
A26016	179	banning naturopathy as a whole is the wrong move.  massage falls under that label and has been proven to be highly effective for many ailments.
A26016	180	it's a gimmick and has not been proven to work better than traditional medicine.
A26016	181	naturopathy offers natural remedies that do not include dangerous chemicals and treatment options.
A26016	182	many times naturopathy is superior to prescription drugs
A26016	183	it is proven that the placebo effect of naturopathy helps some people
A26024	1	women shouldn't be in combat because they aren't as strong or fast as men and can be a weak link
A26024	2	women are weaker on average than men. in combat only the strongest should be allowed.
A26024	3	we should prohibit women in combat, the natural urge for a man to protect a woman means male military are distracted from their combat
A26024	4	We should not prohibit women in combat as they are equally able to fight and strategise alongside men.
A26024	5	women can not physically perform like a man can and should not be in situations where they need to rescue someone physically they are unable to do.
A26024	6	there is no reason to force those who are fit for combat to leave the armed forces as long as they voluntarily want to be in them
A26024	7	if they can pass all training and everything what's need to get involve in the combat, can't see why they should not be in the combat?
A26024	8	Women tend to be more emotional then men and in critical moments may act emotionally than logically.
A26024	9	women are not natural fighters and should have different roles where their talents are better utilized so we should prohibit women in combat.
A26024	10	prohibiting women in combat would be discrimination and sexist. women can do just as good a job as men
A26024	11	women are just as capable as men to perform the tasks needed in combat and they should not be banned from it.
A26024	12	further progress must be made in ensuring and promoting the rights of women in all social fields, so it is a right to participate where women feel comfortable
A26024	13	women are just as capable of fighting as men.
A26024	14	women shouldnt be prohibited in combat they have made their choice to serve their country and know what they are signing up for. the gender gap will be even more divided if we start making allowances for them
A26024	15	due to their physical makeup women do not naturally have the strength that men do and they would be at an unfair disadvantage in combat
A26024	16	war is too brutal and women are not strong enough both physically and mentally to withstand it
A26024	17	women have the equal right to fight in combat zones if they feel that is what they should do and are capable and so should not be prohibited from doing so.
A26024	18	women do not have the strength to support their fellow soldiers during combat.
A26024	19	women are not physically equal to men and can endanger the lives of others in combat if they cannot perform on the same level as men.
A26024	20	we should prohibit women in combat because they aren't physically capable, females are proven to be weaker than males.
A26024	21	Women possess the same physical ability as men.
A26024	22	We should not prohibit women in combat since there are many physically fit women that are able to handle the physical demands of combat. It should be a choice as long as you pass the physical tests.
A26024	23	women should be prohibited in combat because their bodies and physical strength is not equal to that of men and so they would be at greater risk in hand to hand combat and the like.
A26024	24	We should not prohibit women in combat as they are more than able to deal with anything that men can endure.
A26024	25	we should not prohibit women in combat because if they want to have mens jobs they should have them all that includes combat
A26024	26	women are smaller and weaker than men and would be more susceptible to capture.
A26024	27	women have shown the strength and ability to be able to fight alongside men.
A26024	28	fields of war are not places for women
A26024	29	elimating women from combat situations flies in the face of gender equality - it is outdated to limit the participation of somebody purely based on sex, irrespective of how dangerous it may be.
A26024	30	this leads to gender inequality and helps promote gender sterotypes
A26024	31	women are just as capable of combat as men are and not allowing them in a combat situation is sex discrimination.
A26024	32	in a world of equal opportunities we should allow women to enter combat if they so choose.
A26024	33	women should be able to fight if they are strong enough
A26024	34	we should prohibit women in combat because their  biomechanics are different then men, therefore are not able to carry similar weight in equipment.
A26024	35	Men are more capable of combat than women and should be the only sex allowed in this work. They have more muscle mass, less fragility and are biologically better suited for combat.
A26024	36	we should not prohibit women in combat, all should be subject to the same mental and fitness tests, if you pass those you are capable of being in combat. gender is irrelevant.
A26024	37	woman are weaker in body strength.  they also get monthly periods.  they are not as physically able to fight as men are so keep them out of battle.
A26024	38	women in combat shouldn't be prohibited because it's an opportunity for them to reach their dreams
A26024	39	women are more likely to be taken captive and sexually abused.
A26024	40	women have proven they are equally able to cope physically , mentally and emotionally in combat
A26024	41	we should stop woman going into combat because their bodies wasnt built for it so will not be as strong as men, even if they are trained.
A26024	42	we can't have women in combat because if they have a relationship with a male in their unit it could create problems and put them and others at risk
A26024	43	women are equals and part of that equality is to go into combat if they wish.
A26024	44	Women should not be on the front lines in combat because they will take longer to recover from what they see emotionally.
A26024	45	women are not as strong as men so they would struggle
A26024	46	i think that we shouldn't prohibit women in combat because is prepared
